KG,domain,image_metadata,video_metadata,audio_metadata,image,video,audio,sum_perceive,perceivable,alt_image_score,audio_description,video_description,video_subtitle,video_sign_language,audio_subtitle,audio_sign_language,table2_sum,special_needs,accessibility_for_visually_impaired,accessibility_for_deaf,contact_person,dump_size,auth,dump_format,open_license,alternative_access_point_score,sum_operable,operable,version,robots_txt,webpage_status,metadata_broken_links,canonical_ID,robust,metadata_lang,lang,example,labels,description_readability,understandable,sum_overall,mean_overall,sum_T1,mean_T1
utpl-lod,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,0,-1,1,0,0,0,-1,1,-1,-0.5,0,-0.5,,,0,,-0.6189573529411757,-0.2063191176,-0.6189573529,-0.0625,-3.5,-0.21875
bioportal-fbbt,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.6194999999999999,-0.2065,-0.6195,-0.0625,-4.25,-0.265625
bioportal-fbdv,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.6194999999999999,-0.2065,-0.6195,0.0159875,-2.9942,-0.1871375
saldo-rdf,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-0.3333333333,0,-0.4666666667,,,0,,-0.6194999999999999,-0.2065,-0.6195,-0.05778920455,-4.257960606,-0.2661225379
rubentaelman,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,0,-0.25,0,-0.45,,,0,,-0.6211999999999995,-0.2070666667,-0.6212,-0.04833149038,-4.023303846,-0.2514564904
bioportal-omit,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.6221817073170729,-0.2073939024,-0.6221817073,-0.05329765691,-4.102762511,-0.2564226569
LASLA,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,0,-0.25,1,-0.45,,,0,,-0.6228499999999997,-0.2076166667,0.37715,-0.0243375,-3.6394,-0.2274625
http:cultural-opposition.eu,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,1,0,-0.25,0,-0.45,,,0,,-0.6249054726368155,-0.2083018242,-0.6249054726,-0.022434375,-3.60895,-0.225559375
bioportal-ogmd,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.3333333333,0,-0.4666666667,,,0,,-0.6268939393939388,-0.2089646465,-0.6268939394,-0.0395625,-3.966333333,-0.2478958333
bioportal-bao,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.6271999999999998,-0.2090666667,-0.6272,-0.04003967391,-3.890634783,-0.2431646739
framebase-schema,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,1,0,-0.25,0,-0.45,,,0,,-0.627987719298245,-0.2093292398,-0.6279877193,-0.00141375,-3.27262,-0.20453875
manish,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-0.25,0,-0.45,,,0,,-0.6311142857142852,-0.2103714286,-0.6311142857,-0.05204375,-4.0827,-0.25516875
model1,geography,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-0.25,0,-0.45,,,0,,-0.6319150119617223,-0.2106383373,-0.631915012,-0.03868180147,-3.868908824,-0.2418068015
dutch-national-regulations-metalex,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.632328961748633,-0.2107763206,-0.6323289617,-0.028728125,-3.70965,-0.231853125
bioportal-spto,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.6329999999999996,-0.211,-0.633,-0.0625,-4.25,-0.265625
bioportal-sso,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.6406347826086954,-0.2135449275,-0.6406347826,-0.0344875,-3.8018,-0.2376125
yale_senselab,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.6406347826086954,-0.2135449275,-0.6406347826,-0.050375,-4.056,-0.2535
biografiasyvidas,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,1,0,-0.25,0,-0.45,,,0,,-0.6431499999999994,-0.2143833333,-0.64315,-0.0625,-4.25,-0.265625
Driggu,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,-0.25,0,-0.45,,,0,,-0.6510999999999996,-0.2170333333,-0.6511,-0.037025,-3.8424,-0.24015
lexin-rdf,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,-0.3333333333,0,-0.4666666667,,,0,,-0.6510999999999996,-0.2170333333,-0.6511,-0.05236539116,-4.171179592,-0.2606987245
national-diet-library-authorities,government,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,0,-1,0,0,-1,-0.2,-1,1,0,-0.25,0,-0.45,,-1,1,0.06168596863,-0.14768571428571364,-0.2171999491,-1.147685714,-0.0274375,-3.689,-0.2305625
agrinepaldata,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,-1,0,-3,-0.75,-1,0,-1,-0.25,0,-0.45,,,0,,-0.6523571428571426,-0.217452381,-0.6523571429,-0.0625,-4.25,-0.265625
bioportal-zfa,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.6523571428571426,-0.217452381,-0.6523571429,-0.03716230736,-3.844596918,-0.2402873074
bioportal-nif_dysfunction,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.6540318181818179,-0.2180106061,-0.6540318182,-0.02403244048,-3.634519048,-0.2271574405
dbpedia-eu,,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,-1,-1,1,0,-1,-0.2,-1,0,-1,-0.3333333333,0,-0.4666666667,,-1,1,0.06568749881,-0.15888644578313238,-0.2186397894,-1.158886446,-0.01433482143,-3.562690476,-0.2226681548
bioportal-ino,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.3333333333,0,-0.4666666667,,,0,,-0.6574935672514612,-0.2191645224,-0.6574935673,0.00083125,-3.320033333,-0.2075020833
bio2rdf-mesh,life_sciences,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,-1,0,1,0,0,0,-1,0,-1,-0.25,0,-0.45,,-1,1,0.1084246904,-0.20930384615384579,-0.2201758312,-1.209303846,-0.05831875,-4.1831,-0.26144375
europeana-lod-v1,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,1,0,1,0.25,-1,0,0,-0.25,0,-0.45,,,0,,-0.6639999999999993,-0.2213333333,-0.664,-0.0625,-4.25,-0.265625
bioportal-co_wheat,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.6645999999999999,-0.2215333333,-0.6646,-0.0625,-4.25,-0.265625
TP-data,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,0,-1,1,0,0,0,-1,1,0,-0.25,0,-0.45,,,0,,-0.6676659854014593,-0.2225553285,-0.6676659854,-0.0625,-4.25,-0.265625
PREJUST4WOMAN_PROJECT,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,0,0,1,0,1,0.25,-1,0,0,-0.25,0,-0.45,,,0,,-0.6682636363636363,-0.2227545455,-0.6682636364,-0.05455178571,-4.122828571,-0.2576767857
bioportal-mod,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.672773076923076,-0.2242576923,-0.6727730769,-0.0625,-4.25,-0.265625
addgene,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,0,0,0,0,0,-1,1,0,-0.25,0,-0.45,,,0,,-0.677528225806451,-0.2258427419,-0.6775282258,-0.0625,-4.25,-0.265625
Sherry_Wine_,geography,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-0.25,0,-0.45,,,0,,-0.6871199999999993,-0.22904,-0.68712,-0.0625,-4.25,-0.265625
bioportal-hcpcs,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.3333333333,0,-0.4666666667,,,0,,-0.6871999999999997,-0.2290666667,-0.6872,-0.0625,-4.333333333,-0.2708333333
bioportal-lnc,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.6871999999999997,-0.2290666667,-0.6872,-0.0625,-4.25,-0.265625
racai-llod-romanian-wordnet-lmf,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,-0.25,0,-0.45,,,0,,-0.6871999999999997,-0.2290666667,-0.6872,-0.03575625,-3.8221,-0.23888125
bioportal-ogms,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.6873092465753428,-0.2291030822,-0.6873092466,-0.0625,-4.25,-0.265625
bioportal-ontoorpha,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,-1,0,-2,-0.5,-1,0,-1,-0.25,0,-0.45,,,0,,-0.6899253918495294,-0.2299751306,-0.6899253918,-0.01756875,-3.5311,-0.22069375
bioportal-gro_x1,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.6916999999999995,-0.2305666667,-0.6917,-0.04077232143,-3.902357143,-0.2438973214
bioportal-cheminf,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-0.5,0,-0.5,,,0,,-0.6919294117647052,-0.2306431373,-0.6919294118,0.00456875,-3.4269,-0.21418125
linked-drugs,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,0,,-0.6968419047619046,-0.2322806349,-0.6968419048,0.00590625,-0.9055,-0.05659375
cz-vavai-evaluation-2013,government,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,-1,-1,0,0,-2,-0.4,-1,0,-1,-1,0,-0.4,,-1,1,0.04491352135,-0.20889999999999986,-0.2327972957,-1.2089,-0.0521187069,-2.83389931,-0.1771187069
bio2rdf-wormbase,life_sciences,0,0,0,,0,0,0,0.00000004647705523,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,-1,0,1,0,0,0,-1,0,-1,-0.07142857143,0,-0.2142857143,,-1,1,0.1084246904,-0.2758515151515144,-0.233485365,-1.275851515,-0.0625,-2.071428571,-0.1294642857
bioportal-oae,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.9473684211,0,0.01052631579,,,0,,-0.7013272727272721,-0.2337757576,-0.7013272727,-0.04912178941,-1.301574404,-0.05916247293
bioportal-bootstrep,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.9625,0,-0.5925,,,0,,-0.7029847560975611,-0.234328252,-0.7029847561,-0.03225716347,-3.876125012,-0.1761875006
TOPMODEL,geography,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,0,0,-0.4,,,0,,-0.7066999999999997,-0.2355666667,-0.7067,-0.0625,-3,-0.1875
bioportal-ecg,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.7777777778,0,-0.3555555556,,,0,,-0.7093499999999995,-0.23645,-0.70935,0.00842287415,-0.6430117914,-0.04018823696
bioportal-mcv,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,0,,-0.7184382352941168,-0.2394794118,-0.7184382353,-0.03169436789,-3.507109886,-0.2191943679
bioportal-peo,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,0,,-0.7187276923076922,-0.2395758974,-0.7187276923,-0.02441321272,-1.390611404,-0.08691321272
bioportal-ddi,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-1,0,0,,,0,,-0.7243499999999994,-0.24145,-0.72435,-0.01889265509,-1.547783433,-0.0703537924
periodo,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,0,0,-0.4,,,0,,-0.7270649122807015,-0.2423549708,-0.7270649123,-0.06240290179,-2.998446429,-0.1874029018
bio2rdf-lsr,life_sciences,0,0,0,0.0000002788623314,0,0,"0,0000002788623314",0.00000004647705523,0,-1,-1,-1,-1,-1,-1,-6,-0.8888888889,-0.5,-1,0,,0,0,1,0,1,0.2,-1,1,-1,-1,0,-0.2,,-1,1,0.1084246904,-0.3284999999999997,-0.2440150619,-1.328499721,-0.0503640357,-1.498550192,-0.06811591781
sli_galnet_rdf,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,1,0,1,0.25,-1,0,-1,0,0,-0.4,,,0,,-0.7350108527131778,-0.2450036176,-0.7350108527,-0.00065,-2.0104,-0.12565
linkedgeodata,geography,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,0,-1,1,0,0,0,-1,1,0,-0.6666666667,0,-0.1333333333,,-1,1,0.0109308935,-0.23669999999999958,-0.2451538213,-1.2367,-0.05257823276,-1.507918391,-0.09424489943
xwn,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.8571428571,0,-0.1714285714,,,0,,-0.7380333333333329,-0.2460111111,-0.7380333333,0.002358064516,-2.676193421,-0.1216451555
geographic-names-information-system-gnis,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,0,-1,0,0,-1,-0.25,-1,1,0,-0.7142857143,0,0.05714285714,,,0,,-0.7425615384615378,-0.2475205128,-0.7425615385,0.01038709677,-0.2844362777,-0.01292892171
bioportal-ato,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,0,,-0.7514999999999998,-0.2505,-0.7515,0.0007007211538,-0.9887884615,-0.06179927885
geoecuador,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,0,0,0,0,-1,0,-1,-1,0,-0.4,,,0,,-0.7514999999999998,-0.2505,-0.7515,0.0625,-3,-0.1875
the-living-lod-cloud,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,1,0,1,0.25,-1,0,-1,-1,0,-0.6,,,0,,-0.7514999999999998,-0.2505,-0.7515,-0.02814375,-3.4503,-0.21564375
bioportal-rnao,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.8333333333,0,-0.1666666667,,,0,,-0.7515421052631575,-0.2505140351,-0.7515421053,-0.04501728111,-4.172147354,-0.1896430616
ceo,government,0,0,0,0.000172796,0,0,"0,000172796",0.00002879933333,0,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,1,0,-0.2142857143,0,-0.04285714286,,,0,,-0.7524275862068964,-0.2508091954,-0.7522547902,-0.04701592439,-1.966540504,-0.1229087815
libris,publications,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,0,-1,1,0,0,0,-1,1,0,0,0,-0.4,,-1,1,,-0.2834307692307686,-0.2566861538,-1.283430769,-0.05719032258,-3.770871288,-0.1714032403
bioportal-ogi,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.2,,,0,,-0.7715076923076919,-0.2571692308,-0.7715076923,0,-1,-0.0625
babelnet,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,0,0,0,0,0,0,-1,1,-1,-0.5,0,-0.5,,,0,,-0.7715959915611813,-0.2571986639,-0.7715959916,-0.03381383929,-3.041021429,-0.1900638393
bioportal-ddanat,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.2,,,0,,-0.7728999999999997,-0.2576333333,-0.7729,-0.02055397362,-1.328863578,-0.08305397362
bioportal-emap,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-1,0,-0.2,,,0,,-0.7728999999999997,-0.2576333333,-0.7729,-0.04641935484,-3.407091997,-0.154867818
bioportal-gfo-bio,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-1,0,-0.2,,,0,,-0.7728999999999997,-0.2576333333,-0.7729,-0.04350924731,-3.316878664,-0.150767212
bioportal-go_x2,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-1,0,-0.2,,,0,,-0.7732142857142855,-0.2577380952,-0.7732142857,-0.0617,-3.880791997,-0.1763996362
bioportal-ontodm,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.625,0,-0.325,,,0,,-0.7733038461538456,-0.2577679487,-0.7733038462,-0.02142764977,-3.25734914,-0.1480613245
bioportal-so_x1,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-1,0,-0.2,,,0,,-0.7733038461538456,-0.2577679487,-0.7733038462,-0.02062946429,-1.330071429,-0.08312946429
linked-periodicals,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,0,0,0,0,0,-1,0,-1,-0.8,0,-0.56,,,0,,-0.7760195348837209,-0.2586731783,-0.7760195349,-0.02531875,-3.2051,-0.20031875
osm-semantic-network,geography,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,0,-0.1666666667,0,-0.2333333333,,,0,,-0.7867897727272726,-0.2622632576,-0.7867897727,-0.0625,-1.166666667,-0.07291666667
bioportal-ontodt,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.7058823529,0,-0.1411764706,,,0,,-0.7868356269113144,-0.2622785423,-0.7868356269,-0.00699375,-0.8177823529,-0.05111139706
bioportal-po,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,0,,-0.7873409090909087,-0.2624469697,-0.7873409091,-0.03225806452,-2.915054895,-0.1325024952
webisalod,,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,1,0,0,0,1,1,0.1666666667,-1,1,0,0,0,-0.4,,-1,1,0.003138066457,-0.3167818181818177,-0.2627287503,-0.3167818182,-0.0625,-2,-0.125
bioportal-epileponto,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.07692307692,0,-0.2153846154,,,0,,-0.7887000000000001,-0.2629,-0.7887,-0.003375,-0.1309230769,-0.008182692308
lower-layer-super-output-areas,,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,0,0,1,0,1,0.2,-1,0,-1,0,0,-0.4,,-1,1,0.1004921756,-0.418223529411764,-0.2635462708,-1.418223529,-0.03944464286,-2.631114286,-0.1644446429
shoah-victims-names,publications,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,0,,0,-1,1,0,0,0,-1,1,-1,0,0,-0.4,,-1,1,0.1680127045,-0.4859310344827583,-0.263583666,-1.485931034,0,-2,-0.125
bioportal-carelex,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.6,0,-0.32,,,0,,-0.7914588235294115,-0.2638196078,-0.7914588235,-0.03773104839,-3.203696774,-0.2002310484
bioportal-hp_x1,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-1,0,-0.4,,,0,,-0.7947290322580642,-0.2649096774,-0.7947290323,-0.029146875,-1.46635,-0.091646875
cz-ares-or,government,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,-1,-1,1,0,-1,-0.2,-1,0,-1,-0.07692307692,0,-0.01538461538,,-1,1,0.04404111626,-0.36909999999999965,-0.2650117767,-1.3691,-0.0625,-0.07692307692,-0.004807692308
bioportal-mmo,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.1333333333,,,0,,-0.799899999999999,-0.2666333333,-0.7999,0.00456875,0.4064333333,0.02540208333
ce4r,user_generated,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,,-1,-1,0,-2,-0.4,-1,1,0,-0.6666666667,0,-0.1333333333,,-1,1,0.05672169315,-0.39553571428571443,-0.2677628042,-1.395535714,0.03609107143,0.9107904762,0.05692440476
HASM,geography,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,-0.6666666667,0,-0.1333333333,,,0,,-0.8049999999999988,-0.2683333333,-0.805,0.04743125,1.092233333,0.06826458333
bioportal-eco,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.1333333333,,,0,,-0.8059999999999996,-0.2686666667,-0.806,0.03609107143,-0.08920952381,-0.005575595238
bioportal-medlineplus,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.1333333333,,,0,,-0.8059999999999996,-0.2686666667,-0.806,0.03609107143,0.9107904762,0.05692440476
bioportal-ms,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.1333333333,,,0,,-0.8059999999999996,-0.2686666667,-0.806,0.03609107143,-1.089209524,-0.06807559524
bioportal-tgma,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.1333333333,,,0,,-0.8059999999999996,-0.2686666667,-0.806,0.03609107143,0.9107904762,0.05692440476
opendataec,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,0,-1,1,0,0,0,-1,1,-1,-0.6666666667,0,-0.1333333333,,,0,,-0.8075629032258058,-0.2691876344,-0.8075629032,0.04743125,1.092233333,0.06826458333
bioportal-ocre,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,0,,-0.811105263157894,-0.2703684211,-0.8111052632,-0.03662693695,-1.586030991,-0.09912693695
bncf-ns,publications,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,0,-1,1,0,0,0,0,1,0,0,0,-0.4,,0,0,0.1685694884,-0.5227754716981128,-0.2708411967,-1.522775472,-0.03020892857,-2.483342857,-0.1552089286
euskadi-farmacias,government,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,,0,1,0,1,0.2,-1,0,-1,-1,0,-0.2,,-1,1,0.01733415405,-0.3763380952380948,-0.2718007882,-1.376338095,-0.05712549936,-1.91400799,-0.1196254994
bioportal-flu,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,0,,-0.8224999999999995,-0.2741666667,-0.8225,-0.03650104167,-3.584016667,-0.2240010417
dbpedia-ja,cross_domain,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,0,-1,1,0,0,0,-1,1,0,-0.1666666667,0,-0.2333333333,,-1,1,0.04149385941,-0.4134749999999997,-0.2743962281,-1.413475,-0.0625,-1.166666667,-0.07291666667
bioportal-icps,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.7,0,-0.34,,,0,,-0.8245478260869561,-0.2748492754,-0.8245478261,0.0270328125,-2.267475,-0.1417171875
bioportal-mf,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.4,0,-0.08,,,0,,-0.8295464220183487,-0.276515474,-0.829546422,0.008375,-0.266,-0.016625
bioportal-hpio,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,0,,-0.8326999999999998,-0.2775666667,-0.8327,-0.017921875,-3.28675,-0.205421875
bioportal-tads,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-1,0,-0.4,,,0,,-0.8326999999999998,-0.2775666667,-0.8327,-0.03308023421,-3.529283747,-0.2205802342
bll-thesaurus,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,-1,0,-0.2,,,0,,-0.8338993103448269,-0.2779664368,-0.8338993103,-0.05657836538,-0.9052538462,-0.05657836538
FAO_species,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,-0.2,0,-0.44,,,0,,-0.8340613636363634,-0.2780204545,-0.8340613636,-0.0625,-1.2,-0.075
bioportal-tmo,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-1,0,-0.2,,,0,,-0.8378462585034003,-0.2792820862,-0.8378462585,-0.0625,-1,-0.0625
